"states","years","quarter","district","transaction_count","transaction_amount"
"Maharashtra",2022,1,"buldhana district","548","917050"
"Maharashtra",2022,1,"nashik district","3412","5438097"
"Maharashtra",2022,1,"akola district","401","618148"
"Maharashtra",2022,1,"yavatmal district","583","874592"
"Maharashtra",2022,1,"aurangabad district","1905","2477811"
"Maharashtra",2022,1,"amravati district","1089","1731512"
"Maharashtra",2022,1,"washim district","163","214935"
"Maharashtra",2022,1,"sangli district","922","1798327"
"Maharashtra",2022,1,"gadchiroli district","243","433354"
"Maharashtra",2022,1,"raigad district","3236","4805540"
"Maharashtra",2022,1,"palghar district","3179","4035103"
"Maharashtra",2022,1,"jalna district","427","584157"
"Maharashtra",2022,1,"gondia district","375","752465"
"Maharashtra",2022,1,"ahmednagar district","1498","2370143"
"Maharashtra",2022,1,"pune district","17790","24312875"
"Maharashtra",2022,1,"beed district","744","973322"
"Maharashtra",2022,1,"satara district","1545","2544980"
"Maharashtra",2022,2,"jalgaon district","1270","1784469"
"Maharashtra",2022,2,"latur district","875","1180019"
"Maharashtra",2022,2,"thane district","12306","14514282"
"Maharashtra",2022,2,"bhandara district","310","503043"
"Maharashtra",2022,2,"nandurbar district","310","620354"
"Maharashtra",2022,2,"chandrapur district","912","1421979"
"Maharashtra",2022,2,"kolhapur district","1714","2813708"
"Maharashtra",2022,2,"solapur district","1996","2751216"
"Maharashtra",2022,2,"mumbai district","3914","4071523"
"Maharashtra",2022,2,"sindhudurg district","433","889395"
"Maharashtra",2022,2,"dhule district","540","809964"
"Maharashtra",2022,2,"wardha district","366","569495"
"Maharashtra",2022,2,"parbhani district","324","367858"
"Maharashtra",2022,2,"mumbai suburban district","9944","10743651"
"Maharashtra",2022,2,"hingoli district","173","221227"
"Maharashtra",2022,2,"ratnagiri district","644","1003623"
"Maharashtra",2022,2,"nanded district","781","983825"
"Maharashtra",2022,2,"osmanabad district","375","597547"
"Maharashtra",2022,2,"nagpur district","5933","7435720"
"Maharashtra",2022,2,"buldhana district","572","794419"
"Maharashtra",2022,2,"nashik district","3745","5525097"
"Maharashtra",2022,2,"akola district","383","557549"
"Maharashtra",2022,2,"yavatmal district","457","708513"
"Maharashtra",2022,2,"aurangabad district","1695","2140266"
"Maharashtra",2022,2,"amravati district","1091","1483074"
"Maharashtra",2022,2,"washim district","189","325669"
"Maharashtra",2022,2,"sangli district","961","1712238"
"Maharashtra",2022,2,"gadchiroli district","208","367660"
"Maharashtra",2022,2,"raigad district","2914","4274798"
"Maharashtra",2022,2,"palghar district","2860","3354545"
"Maharashtra",2022,2,"jalna district","391","474300"
"Maharashtra",2022,2,"gondia district","322","516395"
"Maharashtra",2022,2,"ahmednagar district","1450","2250896"
"Maharashtra",2022,2,"pune district","18712","24072589"
"Maharashtra",2022,2,"beed district","613","796168"
"Maharashtra",2022,2,"satara district","1252","1966860"
"Maharashtra",2022,3,"jalgaon district","1406","2095347"
"Maharashtra",2022,3,"latur district","1213","1560802"
